Include,Exclusion reason,DOI,,Unique ID,Authors,Year,Country / Region,Funding source,Publication type,Design,Unit of assignment,Follow-up duration,Risk-of-bias tool used,Overall RoB judgment,Setting type,Population description,Baseline value,Sample size,Intervention category,Intervention category (broad),[AA] Intervention category (standardized),[JB] Intervention category (standardized),Intervention description,Core components,Intensity / dose,Implementation fidelity reported?,Implementation Description,Comparator / control condition,Estimation Method,Outcome name,Outcome Reference ,Outcome domain,Outcome definition / metric,[AA] Outcome Category (Standardized),[JB] Outcome Category (Standardized),[AA] Outcome—Intent (Standardized),[JB] Outcome—Intent (Standardized),Time point(s),Unit,Effect size,Standard Error,CI lower,CI upper,P-value,Raw data extracted,Direction of effect,Sub-groups analyzed?,Effect heterogeneity,Co-interventions / policy environment,Implementation barriers / facilitators,Notes ,Notes,JB Notes,AA check,Intervention class v1 - broad,Intervention class v2,Intervention class v3,Exclude
,,10.2105/AJPH.2019.305307,76,Doucette 2019,"Doucette, M.L. et al. ",2019,United States - National ,Johns Hopkins ERC in Occupational Safety and Health; Nancy A. Robertson Scholarship; William Haddon Jr Fellowship,Journal Article ,Longitudinal panel study with mixed-effects modeling,State-year,26 years (1992–2017),N/A,N/A,Mixed,National analysis of firearm workplace homicides (WPHs). U.S. employed population; firearm WPHs from CFOI,N/A,"13,502 firearm WPHs across 900 state-year units (50 states × 26 years; some missing)",Legislation,legislation,,,Right-to-Carry (RTC) laws allowing shall-issue or permitless concealed firearm carry,Legal right to carry firearms in public with reduced restrictions,Yes – varies by state and time,Yes,RTC status coded annually; 25 states adopted RTC laws between 1992–2017,Non-RTC states and pre-law periods,Generalized linear mixed model (negative binomial); IRR,State Firearm laws - Right to Carry,Table 1,firearm homicide mortality,Annual number of firearm workplace homicides per employed population,,,,,Total Population Analysis; 	Annual (1992–2017),,"1.34 (1.16, 1.54)",N/A,1.16,1.54,N/A,N/A,↑ harmful,Yes – by state (state-specific IRRs),13 of 25 states had ↑ firearm WPH post-law; 4 states had ↓ rates; 7 states no effect,"Included 6 other firearm laws in model: SYG, permit-to-purchase, parking lot, DV restrictions, etc.",N/A,,,"again, what's in outcome name is more accurately intervention. I suspect that since this is an IRR all the confidence bands containing 1 are null, not harmful. No need to include the confidence band in the effect size extraction since it's captured in the CI extraction",check,Firearm policy / legal change,Carry laws (concealed/open/issue),System: policy change (access-expanding/permissive),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Permit-to-purchase,...,firearm homicide mortality,...,,,,,...,,"0.98 (0.81, 1.18)",...,0.81,1.18,...,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Parking lot laws ,...,firearm homicide mortality,...,,,,,...,,"0.96 (0.80, 1.15)",...,0.8,1.15,...,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Stand your ground ,...,firearm homicide mortality,...,,,,,...,,"0.91 (0.76, 1.07)",...,0.76,1.07,...,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Domestic violence restraining order—dating partners,...,firearm homicide mortality,...,,,,,...,,"0.99 (0.87, 1.13)",...,0.87,1.13,...,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Domestic violence restraining order—ex parte orders ,...,firearm homicide mortality,...,,,,,...,,"0.91 (0.78, 1.04)",...,0.78,1.04,...,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Violent misdemeanor,...,firearm homicide mortality,...,,,,,...,,"1.12 (0.96, 1.30)",...,0.96,1.3,...,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1007/s11524-021-00515-4,77,Doucette 2021,"Doucette, M.L. et al. ",2021,United States - 68 large metropolitan counties,N/A,Journal Article ,Longitudinal panel study with generalized linear modeling,County,18 years (1999–2016),N/A,N/A,Urban,68 large central metropolitan U.S. counties. County-level populations exposed to gun violence; includes firearm homicide and arrest data,N/A,"1,224 county-year observations",Technology-based (gunshot detection),policing,,,Deployment of ShotSpotter gunfire detection technology by local law enforcement agencies,"Acoustic sensors, software, real-time dispatch",Yes – technology implemented at county-level in covered areas,N/A,Implementation dates identified via public records and media; did not account for within-county coverage,Counties without ShotSpotter; before-after comparisons within counties,"Generalized linear model, Poisson regression",Impact of ShotSpotter technology on firearm homicides - ShotSpotter ,Table 2 ,firearm homicide mortality,County-level incidence of firearm homicides,,,,,"Annual, 1999–2016",,1.035,N/A,0.84,1.27,0.05,N/A,↔ null,No,N/A,"Included PTP, RTC, SYG, and violent misdemeanor (VM) firearm laws as covariates","Limitations in coverage data (ShotSpotter zones not public), indoor gunshots not detected, workload strain on LEAs",,,some of these don't seem null,check,Firearm policy / legal change,Other firearm policy/legal,System: policy change (access-restricting/regulatory),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Right-to-carry ,...,firearm homicide mortality,...,,,,,,,1.214,...,1.05,1.41,...,...,...,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Permit-to-purchase,...,firearm homicide mortality,...,,,,,,,0.843,...,0.72,0.99,...,...,...,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Violent misdemeanor prohibitions,...,firearm homicide mortality,...,,,,,,,1.107,...,0.98,1.24,...,...,...,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Stand your ground,...,firearm homicide mortality,...,,,,,,,1.06,...,0.95,1.19,...,...,...,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Impact of ShotSpotter technology on murder arrests - ShotSpotter ,...,firearm homicide mortality,...,,,,,,,0.993,...,0.73,1.36,...,...,...,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Right-to-carry ,...,firearm homicide mortality,...,,,,,,,0.489,...,0.27,0.88,...,...,...,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Permit-to-purchase,...,firearm homicide mortality,...,,,,,,,0.507,...,0.23,1.14,...,...,...,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Violent misdemeanor prohibitions,...,firearm homicide mortality,...,,,,,,,1.26,...,1.02,1.58,...,...,...,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Stand your ground,...,firearm homicide mortality,...,,,,,,,0.885,...,0.64,1.22,...,...,...,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Impact of ShotSpotter technology on weapons arrests - ShotSpotter ,...,firearm homicide mortality,...,,,,,,,0.929,...,0.75,1.15,...,...,...,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Right-to-carry ,...,firearm homicide mortality,...,,,,,,,0.75,...,0.52,1.08,...,...,...,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Permit-to-purchase,...,firearm homicide mortality,...,,,,,,,0.872,...,0.54,1.4,...,...,...,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Violent misdemeanor prohibitions,...,firearm homicide mortality,...,,,,,,,1.033,...,0.88,1.22,...,...,...,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Stand your ground,...,firearm homicide mortality,...,,,,,,,0.995,...,0.87,1.14,...,...,...,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1093/aje/kwac160,78,Doucette 2023,"Doucette, M.L. et al",2023,United States - National,The Joyce Foundation and New Venture Fund,Journal Article ,Quasi-experimental (augmented synthetic control with fixed effects and REMA),State,Up to 10 years post-policy adoption,N/A,N/A,Mixed,U.S. states with transitions in CCW laws between 1980–2019. General population at the state level,N/A,36 states transitioning to shall-issue CCW laws; 8 donor pool states,Legislation,legislation,,,Adoption of shall-issue concealed-carry weapons (CCW) laws,Transition from may-issue/no-issue to shall-issue permitting,N/A,N/A,"Analysis stratified by presence/absence of 4 permit provisions: live-fire training, suitability clause, dangerousness clause, and violent misdemeanor prohibition",May-issue CCW states (no law change),Augmented synthetic control modeling with fixed effects (ASCM+FE); Random-effects meta-analysis (REMA,Impact of adoption of shall-issue concealed-carry weapons laws on: Assault with a gun,Figure 4 ,firearm crime,"Change in the number of crimes per 100,000 population",,,,,10 years post-law,,5.31,N/A,1.19,9.43,N/A,N/A,↑ harmful,"Yes – by permitting provisions (violent misdemeanors, live-fire, suitability), and by state",Stronger ↑ in gun assaults when violent misdemeanants not excluded from CCW eligibility,"Some states also passed or repealed other firearm laws (Stand Your Ground, PTP laws)",N/A,,,looks fine,,Firearm policy / legal change,Carry laws (concealed/open/issue),System: policy change (access-expanding/permissive),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Impact of adoption of shall-issue concealed-carry weapons laws on: Assault with a knife,...,non-firearm crime,...,,,,,...,,1.04,...,-2.78,4.86,...,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Impact of adoption of shall-issue concealed-carry weapons laws on: Robbery with a gun,...,firearm crime,...,,,,,...,,2.66,...,-1.83,7.15,...,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Impact of adoption of shall-issue concealed-carry weapons laws on: Robbery with a knife,...,non-firearm crime,...,,,,,...,,–0.35 ,...,-0.92,0.22,...,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Impact of adoption of shall-issue concealed-carry weapons laws on: Homicide with a gun,...,firearm homicide mortality,...,,,,,...,,0.2,...,-0.19,0.59,...,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Impact of adoption of shall-issue concealed-carry weapons laws on: Homicide by other means,...,non-firearm homicide mortality,...,,,,,...,,0.19,...,0.07,0.31,...,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1111/1745-9133.12638,79,Doucette 2024,"Doucette, M.L. et al",2024,United States - 24 states,The Joyce Foundation and New Venture Fund,Journal Article ,Quasi-experimental: Augmented Synthetic Control Method (ASCM),State,24 years (1996–2019),N/A,N/A,Mixed,U.S. states that enacted permitless carry laws between 2003–2019. State-level population exposed to law change. ,N/A,24 treated states; 25 donor pool states for synthetic controls,Legislation,legislation,,,State adoption of permitless concealed carry laws (removing permit requirements for public civilian gun carrying),"Elimination of permit, background check, or training requirements to carry a concealed firearm in public",Yes – implementation year and population-level exposure coded,N/A,ASCM model compares outcomes in treatment states to synthetic control (weighted combination of non-treated states),Synthetic control (non-permitless carry states),REMA,Model 1: Overall permitless CCW law change- Gun Assaults ,Table 3 ,firearm crime,"Incidents per 100,000",,,,,2017,,-1.73,3.4,N/A,N/A,0.05,N/A,↔ null,N/A,State-specific estimates varied; pooled REMA used for generalizable summary,Controlled for co-occurring firearm laws and demographic variables,N/A,,,some of these directions seem like they should be null based on the standard errors,,Firearm policy / legal change,Carry laws (concealed/open/issue),System: policy change (access-restricting/regulatory),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Knife Assaults ,...,non-firearm crime,...,,,,,...,,0.22,2.6,...,...,...,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Gun robbery,...,firearm crime,...,,,,,...,,3.42,2.9,...,...,...,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Knife robbery,...,non-firearm crime,...,,,,,...,,0.96,0.53,...,...,...,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Gun homocide,...,firearm homicide mortality,...,,,,,...,,-0.1,0.25,...,...,...,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Nongun homocide,...,non-firearm homicide mortality,...,,,,,...,,0.16,0.11,...,...,...,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Weapons Arrests ,...,policing ouptut,...,,,,,...,,-0.19,2.54,...,...,...,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Model 2: Loss of violent misdemeanant prohibition-Gun Assaults ,...,firearm crime,...,,,,,...,,-2.06,10.07,...,...,...,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Knife Assaults ,...,non-firearm crime,...,,,,,...,,4.29,5.65,...,...,...,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Gun robbery,...,firearm crime,...,,,,,...,,4.37,9.43,...,...,...,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Knife robbery,...,non-firearm crime,...,,,,,...,,0.91,1.27,...,...,...,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Gun homocide,...,firearm homicide mortality,...,,,,,...,,-0.04,0.89,...,...,...,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Nongun homocide,...,non-firearm homicide mortality,...,,,,,...,,0.01,0.09,...,...,...,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Weapons Arrests ,...,policing ouptut,...,,,,,...,,-2.32,6.02,...,...,...,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Model 3: Loss of live firearm training -Gun Assaults ,...,firearm crime,...,,,,,...,,-3.31,15.32,...,...,...,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Knife Assaults ,...,non-firearm crime,...,,,,,...,,-0.06,9.95,...,...,...,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Gun robbery,...,firearm crime,...,,,,,...,,2.05,9.83,...,...,...,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Knife robbery,...,non-firearm crime,...,,,,,...,,0.62,1.88,...,...,...,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Gun homocide,...,firearm homicide mortality,...,,,,,...,,-0.23,0.73,...,...,...,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Nongun homocide,...,non-firearm homicide mortality,...,,,,,...,,0.05,0.21,...,...,...,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,... - Weapons Arrests ,...,policing ouptut,...,,,,,...,,-0.83,11.26,...,...,...,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1186/s40621-024-00522-4,80,Doucette 2024,"Doucette, M.L. et al",2024,"United States - Missouri, Michigan, Maryland",National Collaborative on Gun Violence Research,Journal Article,Quasi-experimental – Augmented Synthetic Control Method (ASCM),State ,"9 years for Missouri, 4 years for Michigan, 3 years for Maryland",N/A,N/A,Mixed,"U.S. states with HPL law adoption (MD) or repeal (MO, MI). State-level populations (hospitalized for firearm injury)",Missouri: 1.537/100k; Michigan: 1.439/100k; Maryland: 1.719/100k,"3 treatment states (MD, MI, MO) × 38–40 controls × 17 years (2000–2016)",Legislation,legislation,,,Adoption or repeal of Handgun Purchaser Licensing (HPL) laws,"Permit required before handgun purchase, including background check and fingerprinting","Yes – full adoption (MD), full repeal (MO), partial repeal (MI)",N/A,Lagged 1 year post-law to account for implementation,"Control states consisted of Connecticut, Hawaii, Illinois, Iowa, Massachusetts, Nebraska, New Jersey, New York, and North Carolina (i.e. States that retained or never adopted HPL laws)",ASCM,Missouri,Table 1 ,firearm injury,"Average firearm inpatient hospitalization rate per 100,000; Difference from prior to and after law changes compared to their respective control groups",,,,,2008–2016 (9 years post),,0.456,0.155,N/A,N/A,N/A,Missouri increased from 1.537 → 1.732/100k; control decreased from 0.765 → 0.724/100k; 35.7% increase,↑ harmful,No,N/A,Possible overlap with 2004 concealed carry changes in MO,N/A,,,"the states shouldn't be extracted into outcome, but into population or sample",,Firearm policy / legal change,Other firearm policy/legal,System: policy change (access-expanding/permissive),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,...,Michigan,...,firearm injury,...,,,,,2013–2016 (4 years post),,0.074,0.129,...,...,...,"MI decreased from 1.439 → 1.15/100k; controls 0.765 → 0.674/100; 6.1% reduction, not significant",↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control states consisted of all other states excluding the control states for Missouri and Michigan,...,Maryland,...,firearm injury,...,,,,,2014–2016 (3 years post),,-0.497,0.123,...,...,...,MD decreased from 1.719 → 1.044/100k; controls 0.938 → 0.923/100k; 32.3% reduction,↓ beneficial,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1016/j.amepre.2019.06.006,81,"Drake, 2019","Drake,Hernandez, Li, Schwartz, Sundaram",2019,United States,N/A,Journal Article,quasi-experimental,Firearm marketplace Armslist,"July 14, 2008-June 25,2018",N/A,N/A,N/A,"Firearms sold on Armslist between the datse of July 14, 2008 - June 25, 2018",proportion of listings with evidence of background checks,4.90 million listings,Background checks on Armslist,legislation,,,"Evidence of background checks based on terms such as: concealed carry weapon, concealed
carry license, federal firearm license, permit to purchase, background check, license, permit, or other terms and acronyms associated with background checks ",determined what proportion of secondhand gun sales actually involved a background check,N/A,N/A,N/A,No evidence of background check,Percentage of Advertisements Displaying Evidence of a Background Check ,Advertisements with evidence of background checks handguns,Table 1,firearm behaviors and attitudes,% of Handgun advertisements displaying evidence of background check,,,,,"May 4, 2008-June 25, 2018",,12.72%,N/A,11.78,13.65,N/A,"number of listings displaying/total listings 301,061/2367586",↔ null,N/A,N/A,N/A,N/A,,,looks good,,Firearm policy / legal change,Background checks / permits to purchase / sales regulation,System: policy change (access-restricting/regulatory),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Advertisements with evidence of background checks rifles,...,firearm behaviors and attitudes,% of rifle advertisements displaying evidence of background check,,,,,...,,7.57%,N/A,6.82,8.31,N/A,"number of listings displaying/total listings 123,790/1636194",↔ null,N/A,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Advertisements with evidence of background checks shotguns,...,firearm behaviors and attitudes,% of shotgun advertisements displaying evidence of background check,,,,,...,,5.98%,N/A,5.3,6.65,N/A,"number of listings displaying/total listings  24,578/411,276",↔ null,N/A,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Advertisements with evidence of background checks gun,...,firearm behaviors and attitudes,% of gun advertisements displaying evidence of background check,,,,,...,,2.08%,N/A,1.68,2.48,N/A,"number of listings displaying/total listings  5,553/266,996",↔ null,N/A,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Advertisements with evidence of background checks tactical,...,firearm behaviors and attitudes,% of tactical advertisements displaying evidence of background check,,,,,...,,0.77%,N/A,0.52,1.02,N/A,"number of listings displaying/total listings  612/79,469",↔ null,N/A,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Advertisements with evidence of background checks antique,...,firearm behaviors and attitudes,% of antique advertisements displaying evidence of background check,,,,,...,,6.37%,N/A,5.69,7.05,N/A,"number of listings displaying/total listings  3,343/52,493",↔ null,N/A,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Advertisements with evidence of background checks reloading,...,firearm behaviors and attitudes,% of reloading advertisements displaying evidence of background check,,,,,...,,0.30%,N/A,0.15,0.46,N/A,"number of listings displaying/total listings  143/47,624",↔ null,N/A,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Advertisements with evidence of background checks muzzle,...,firearm behaviors and attitudes,% of muzzle advertisements displaying evidence of background check,,,,,...,,2.69%,N/A,2.23,3.14,N/A,"number of listings displaying/total listings 888/33,057",↔ null,N/A,N/A,,,,,,,,,,
